GEO,CRTFCTN_DT,ELGBLTY_SW,FAC_NAME,PRVDR_NUM,SKLTN_REC_SW,STATE_RGN_CD,TRMNTN_EXPRTN_DT,ZIP_CD,CBSA_CD,LONGITUDE,LATITUDE,GRADE_FAC_NAME,GRADEN,GRADEN.01,GEOGRAPHY.1,TOTAL_CIVILIAN_NONINSTITUTIONALIZED_POPULATION,AVG-MEDIAN_AGE_IN_YEARS,TOTAL_HOUSEHOLDS_ESTIMATE,PROP_FAMILY_HOUSEHOLDS,PROP_NONFAMILY_HOUSEHOLDS,AVERAGE_HOUSEHOLD_SIZE,AVERAGE_FAMILY_SIZE,GPS_LIVING_WITH_GCS_UNDER_18_YEARS,PROP__GPS_CARING_FOR_GC_OVER_18,NUMBER_OF_VETERANS,VETERANS_AS_PROP_OF_POPULATION,UNEMPLOYED_VETERANS_PROP_OF_LABOUR_FORCE,HISPANI_OR_LATINO,HISPANIC/LATINO_PROP,WHITE,WHITE_PROP,BLACK_ESTIMATE,BLACK_PROP,NATIVE_AMERICAN/ALASKAN,NATIVE_AMERICAN/ALASKAN_PROP,ASIAN,ASIAN_PROP,NATIVE_HAWAIIAN/PACIFIC_ISLANDER,NATIVE_HAWAIIAN/PACIFIC_ISLANDER_PROP,"OTHER_RACE_ONLY,_NOT_HISPANIC/LATINO","OTHER_RACE_ONLY,_NOT_HISPANIC/LATINO_PROP","TWO_OR_MORE_RACES_ALONE,_NOT_HISPANIC_OR_LATINO_ESTIMATE","TWO_OR_MORE_RACES_ALONE,_NOT_HISPANIC_OR_LATINO_PROP",PROP_NATIVE_BORN,PROP_FOREIGN_BORN,PROP_OF_FOREIGN_BORN_WHO_ARE_NATURALIZED_U.S._CITIZEN,POP_5_YEARS_+,POP_5_YEARS_+_FOREIGN_LANGUAGE_AT_HOME,POP_5_YEARS_+_W/_POOR_ENGLISH,MEDIAN_HOUSEHOLD_INCOME_(DOLLARS),MEAN_HOUSEHOLD_INCOME_(DOLLARS),MEDIAN_FAMILY_INCOME_(DOLLARS),MEAN_FAMILY_INCOME_(DOLLARS),PER_CAPITA_INCOME_(DOLLARS),ALL_FAMILIES%,MARRIED_COUPLE_FAMILIES%,FEMALE_HOUSEHOLDER_NO_HUSBAND%,ALL_PEOPLE%,UNDER_18%,PERCENT_(LABOR_FORCE_PARTICIPATION_RATE),LABOUR_FORCE_%,EMPLOYED_16+%,EMPLOYED_%_16+,UNEMPLOYMENT%,MILITARY%,NOT_IN_LABOURFORCE%,"POPULATION_25_YEARS_
AND_OVER%",PERCENT_LESS_THAN_9TH_GRADE%,"PERCENT_9TH_TO_12TH_GRADE,_NO_DIPLOMA",PERCENT_HIGH_SCHOOL_GRADUATE_(INCLUDES_EQUIVALENCY),"PERCENT_SOME_COLLEGE,_NO_DEGREE",PERCENT_ASSOCIATE'S_DEGREE,PERCENT_BACHELOR'S_DEGREE,PERCENT_GRADUATE_OR_PROFESSIONAL_DEGREE,PERCENT_HIGH_SCHOOL_GRADUATE_OR_HIGHER,POPULATION_25_YEARS_AND_OVER_WITH_EARNINGS,LESS_THAN_HIGH_SCHOOL_GRADUATE_EARNINGS_(DOLLARS),HIGH_SCHOOL_GRADUATE__EARNINGS_(DOLLARS),SOME_COLLEGE_OR_ASSOCIATE'S_DEGREE_EARNINGS_(DOLLARS),BACHELOR'S_DEGREE_EARNINGS_(DOLLARS),GRADUATE_OR_PROFESSIONAL_DEGREE_EARNINGS_(DOLLARS),MEDIAN_VALUE_(DOLLARS)
RIVERSIDE,19921221,N,RIVERSIDE COMMUNITY HOSPITAL CLINICAL LABORATORY,05D0575378,Y,M1,20190227,92501,40140,-117.3816002,33.9767808,RIVERSIDE COMMUNITY HOSPITAL,60,0.6,RIVERSIDE COUNTY,2400720,35.6,718733,72.4,27.6,3.32,3.95,89658,18.1,122152,6.8,5.3,1188993,49.1,851484,35.1,147495,6.1,11358,0.5,155732,6.4,4664,0.2,8014,0.3,55526,2.3,78.8,21.2,49.8,2264417,40.7,15.4,152609,218525,189507,255693,81972,1.4,1.4,2.6,4.3,2.3,62.7,62.6,59.4,3.1,5,0.1,37.3,17791,1.2,1.2,6,14.3,5.6,38.7,33.1,97.6,85205,71719,25789,58563,82331,124453,525200
RIVERSIDE,20110722,Y,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,05D0575478,N,LAB,20190102,92503,40140,-117.4398166,33.9269682,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,40,0.4,RIVERSIDE COUNTY,2400720,35.6,718733,72.4,27.6,3.32,3.95,89658,18.1,122152,6.8,5.3,1188993,49.1,851484,35.1,147495,6.1,11358,0.5,155732,6.4,4664,0.2,8014,0.3,55526,2.3,78.8,21.2,49.8,2264417,40.7,15.4,98102,112696,110915,127772,44924,3.6,2.7,9.4,5.6,5.2,68,68,63.9,4.1,6,0,32,27496,2.7,2.4,19.7,25.7,11.1,25.8,12.7,95,53810,26082,41086,50749,70014,83712,478000
RIVERSIDE,19921228,N,PARKVIEW COMM HOSPITAL MED CTR NICU,05D0575483,Y,LAB,19990201,92503,40140,-117.4398166,33.9269682,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,40,0.4,RIVERSIDE COUNTY,2400720,35.6,718733,72.4,27.6,3.32,3.95,89658,18.1,122152,6.8,5.3,1188993,49.1,851484,35.1,147495,6.1,11358,0.5,155732,6.4,4664,0.2,8014,0.3,55526,2.3,78.8,21.2,49.8,2264417,40.7,15.4,64940,73291,68261,78582,20972,14.2,10.4,0,15.5,11.8,56.5,56.5,49.7,6.8,12.1,0,43.5,1853,20.9,14.6,19.8,27.2,7,7.5,3,64.5,36481,36379,36392,36393,-,-,1104100
RIVERSIDE,19930607,N,KAISER FOUNDATION HOSPITAL RIVERSIDE LABORATORY,05D0702579,Y,M1,20190102,92505,40140,-117.4691755,33.9047622,KAISER PERMANENTE RIVERSIDE MEDICAL CENTER,100,1,RIVERSIDE COUNTY,2400720,35.6,718733,72.4,27.6,3.32,3.95,89658,18.1,122152,6.8,5.3,1188993,49.1,851484,35.1,147495,6.1,11358,0.5,155732,6.4,4664,0.2,8014,0.3,55526,2.3,78.8,21.2,49.8,2264417,40.7,15.4,139018,194672,172719,228418,65320,1.8,1.1,7.6,3.9,1.2,55.8,55.8,52.8,3.1,5.5,0,44.2,10605,0.1,0.7,6.7,12.7,5.6,38.1,36,99.3,85609,-,26778,41118,95208,117460,1104100
RIVERSIDE,19930629,N,PARKVIEW COMMUNITY HOSPITAL,05D0723874,Y,LAB,19990101,92503,40140,-117.4398166,33.9269682,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,40,0.4,RIVERSIDE COUNTY,2400720,35.6,718733,72.4,27.6,3.32,3.95,89658,18.1,122152,6.8,5.3,1188993,49.1,851484,35.1,147495,6.1,11358,0.5,155732,6.4,4664,0.2,8014,0.3,55526,2.3,78.8,21.2,49.8,2264417,40.7,15.4,68828,94257,81324,103413,36459,15.8,12.3,45.6,19,34.7,80.8,79.5,70.3,9.2,11.6,1.3,19.2,1704,9.3,3.8,27.2,28.5,12.4,15.1,3.6,86.9,46038,-,60859,38487,63929,93636,349200
RIVERSIDE,19930518,N,KAISER FOUNDATION HOSPITAL BLOOD GAS LAB,05D0868928,Y,M1,20190624,92505,40140,-117.4691755,33.9047622,KAISER PERMANENTE RIVERSIDE MEDICAL CENTER,100,1,RIVERSIDE COUNTY,2400720,35.6,718733,72.4,27.6,3.32,3.95,89658,18.1,122152,6.8,5.3,1188993,49.1,851484,35.1,147495,6.1,11358,0.5,155732,6.4,4664,0.2,8014,0.3,55526,2.3,78.8,21.2,49.8,2264417,40.7,15.4,"$ 250,000+",288505,"$ 250,000+",279335,80737,0,0,0,0,0,63,63,56.8,6.2,9.8,0,37,588,5.3,0,8.3,8.3,6.1,34.4,37.6,94.7,148295,-,-,-,93125,184125,326800
RIVERSIDE,19930609,N,KAISER PERMANENTE,05D0871889,Y,LAB,19970608,92505,40140,-117.4691755,33.9047622,KAISER PERMANENTE RIVERSIDE MEDICAL CENTER,100,1,RIVERSIDE COUNTY,2400720,35.6,718733,72.4,27.6,3.32,3.95,89658,18.1,122152,6.8,5.3,1188993,49.1,851484,35.1,147495,6.1,11358,0.5,155732,6.4,4664,0.2,8014,0.3,55526,2.3,78.8,21.2,49.8,2264417,40.7,15.4,-,274250,220577,288984,109278,8.3,0,50,6.3,24.7,63,63,53.6,9.4,14.9,0,37,484,0,4.3,20.2,12,0,36.6,26.9,95.7,101971,-,-,-,120337,123026,374800
RIVERSIDE,19990928,N,PARKVIEW COMMUNITY HOSPITAL MEDICAL,05D0965732,Y,LAB,20190927,92503,40140,-117.4398166,33.9269682,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,40,0.4,RIVERSIDE COUNTY,2400720,35.6,718733,72.4,27.6,3.32,3.95,89658,18.1,122152,6.8,5.3,1188993,49.1,851484,35.1,147495,6.1,11358,0.5,155732,6.4,4664,0.2,8014,0.3,55526,2.3,78.8,21.2,49.8,2264417,40.7,15.4,50568,62744,50985,65897,17951,29.5,17.1,57.1,29.6,53.1,65.5,65.5,61.3,4.2,6.4,0,34.5,2274,28.5,12,23.7,17.4,6.1,9.7,2.6,59.5,28611,24975,30306,27423,28667,63810,282000
RIVERSIDE,20021205,N,PATRICK J MERRILL,05D1007013,Y,LAB,20021206,92505,40140,-117.4691755,33.9047622,KAISER PERMANENTE RIVERSIDE MEDICAL CENTER,100,1,RIVERSIDE COUNTY,2400720,35.6,718733,72.4,27.6,3.32,3.95,89658,18.1,122152,6.8,5.3,1188993,49.1,851484,35.1,147495,6.1,11358,0.5,155732,6.4,4664,0.2,8014,0.3,55526,2.3,78.8,21.2,49.8,2264417,40.7,15.4,89392,99481,98913,108316,29984,5,2.7,12.7,7.5,5.4,66.9,66.8,62.3,4.5,6.8,0.1,33.1,24506,6.5,6.2,28.3,29.6,10.3,13.6,5.3,87.2,50305,25378,41341,52666,63673,73125,456100
RIVERSIDE,20140312,N,KAISER FOUNDATION HOSPITAL RIVERSIDE,05D2074637,Y,M1,20200615,92505,40140,-117.4691755,33.9047622,KAISER PERMANENTE RIVERSIDE MEDICAL CENTER,100,1,RIVERSIDE COUNTY,2400720,35.6,718733,72.4,27.6,3.32,3.95,89658,18.1,122152,6.8,5.3,1188993,49.1,851484,35.1,147495,6.1,11358,0.5,155732,6.4,4664,0.2,8014,0.3,55526,2.3,78.8,21.2,49.8,2264417,40.7,15.4,186075,272918,233684,313452,99090,1.8,1,9.2,2.6,2.5,59.9,59.9,57.4,2.5,4.2,0,40.1,13646,0.6,1.1,3.8,9.8,3.8,41.3,39.6,98.3,97215,-,49018,35726,97051,128574,574400
RIVERSIDE,20140429,N,SCPMG RIVERSIDE MEDICAL OFICE,05D2076898,Y,M1,20200428,92505,40140,-117.4691755,33.9047622,KAISER PERMANENTE RIVERSIDE MEDICAL CENTER,100,1,RIVERSIDE COUNTY,2400720,35.6,718733,72.4,27.6,3.32,3.95,89658,18.1,122152,6.8,5.3,1188993,49.1,851484,35.1,147495,6.1,11358,0.5,155732,6.4,4664,0.2,8014,0.3,55526,2.3,78.8,21.2,49.8,2264417,40.7,15.4,54797,85238,67708,84201,33418,5,0,23.7,6.3,7.6,71.1,71.1,64,7,9.9,0,28.9,3122,6.1,9.5,24,34.9,4.1,15.5,5.8,84.4,31400,30000,28485,34813,34013,60185,1087100
INDIO,20071016,Y,JOHN F KENNEDY MEMORIAL HOSPITAL CLINICAL LAB,05D0643133,N,M1,20190227,92201,40140,-116.2354774,33.7062168,JFK MEMORIAL HOSPITAL,60,0.6,INDIO CITY,89348,43.5,35675,58.8,41.2,2.5,3.39,N,N,3827,5.1,6.7,59234,66,26143,29.1,1776,2,48,0.1,1750,1.9,0,0,0,0,833,0.9,77.1,22.9,51.2,85514,57.7,35.3,84255,99961,95885,108272,36481,3.1,2.3,3.7,5.4,6.5,63.4,63.4,59.8,3.7,5.8,0,36.6,14713,4.5,6.2,17.5,31.2,9.7,21.2,9.7,89.2,49959,24618,41500,47334,61414,63750,786200
MORENO VALLEY,19921230,N,KAISER FOUNDATION HOSPITAL - MORENO VALLEY,05D0573874,Y,M1,20191130,92555,40140,-117.186026,33.897404,KAISER PERMANENTE MORENO VALLEY MEDICAL CENTER,100,1,MORENO VALLEY CITY,206570,30.5,48908,83.8,16.2,4.22,4.56,N,N,6710,4.5,1.8,128912,62.2,27586,13.3,32932,15.9,998,0.5,12510,6,1180,0.6,224,0.1,2869,1.4,75.5,24.5,50,192423,51.3,19.1,66739,83830,72423,88466,26781,10.3,6.3,17.6,13.6,19.1,66.1,65.9,59.1,6.9,10.4,0.1,33.9,45114,10.3,9.5,26,26.7,8.1,14.4,5.1,80.3,38739,25079,31307,41259,60273,62317,1196500
MORENO VALLEY,20100922,Y,RIVERSIDE UNIVERSITY HEALTH SYSTEM MEDICAL CENTER,05D0575495,N,M1,20190102,92555,40140,-117.1960044,33.9121777,RIVERSIDE UNIVERSITY HEALTH SYSTEM - MEDICAL CENTER,60,0.6,MORENO VALLEY CITY,206570,30.5,48908,83.8,16.2,4.22,4.56,N,N,6710,4.5,1.8,128912,62.2,27586,13.3,32932,15.9,998,0.5,12510,6,1180,0.6,224,0.1,2869,1.4,75.5,24.5,50,192423,51.3,19.1,101530,124002,119550,150109,50156,4,3.4,7.5,8,4.7,66.8,66.6,63.1,3.4,5.1,0.2,33.2,24929,1.1,1.6,11.1,23.6,9.1,36.3,17.3,97.3,61680,25588,31502,50686,72529,82851,1093900
MORENO VALLEY,19930129,N,MORENO VALLEY COMMUNITY HOSPITAL,05D0690160,Y,LAB,19960715,92555,40140,-117.186026,33.897404,KAISER PERMANENTE MORENO VALLEY MEDICAL CENTER,100,1,MORENO VALLEY CITY,206570,30.5,48908,83.8,16.2,4.22,4.56,N,N,6710,4.5,1.8,128912,62.2,27586,13.3,32932,15.9,998,0.5,12510,6,1180,0.6,224,0.1,2869,1.4,75.5,24.5,50,192423,51.3,19.1,142635,133212,-,N,84402,0,0,0,0,0,87.4,87.4,87.4,0,0,0,12.6,167,12,0,0,12.6,25.7,37.7,12,88,110595,-,-,-,-,-,873000
MORENO VALLEY,19930219,N,RIVERSIDE UNIVERSITY HEALTH SYSTEM-,05D0862225,Y,M1,20190102,92555,40140,-117.1960044,33.9121777,RIVERSIDE UNIVERSITY HEALTH SYSTEM - MEDICAL CENTER,60,0.6,MORENO VALLEY CITY,206570,30.5,48908,83.8,16.2,4.22,4.56,N,N,6710,4.5,1.8,128912,62.2,27586,13.3,32932,15.9,998,0.5,12510,6,1180,0.6,224,0.1,2869,1.4,75.5,24.5,50,192423,51.3,19.1,161367,218543,175982,249947,87734,0,0,0,2.1,0,63.5,63.5,60.6,2.8,4.5,0,36.5,2958,2.5,0.7,7.3,19.2,4.9,42.5,22.9,96.8,89792,-,-,49537,113257,132031,567600
MORENO VALLEY,19950310,N,RIVERSIDE UNIVERSITY HEALTH SYSTEM,05D0898775,Y,M1,20200711,92555,40140,-117.1960044,33.9121777,RIVERSIDE UNIVERSITY HEALTH SYSTEM - MEDICAL CENTER,60,0.6,MORENO VALLEY CITY,206570,30.5,48908,83.8,16.2,4.22,4.56,N,N,6710,4.5,1.8,128912,62.2,27586,13.3,32932,15.9,998,0.5,12510,6,1180,0.6,224,0.1,2869,1.4,75.5,24.5,50,192423,51.3,19.1,61045,78739,64527,84934,27812,12.6,6.8,24.2,15.7,21.7,65.8,65.7,60,5.7,8.7,0.1,34.2,73592,13.9,9.2,21.6,20.2,7.8,17.9,9.3,76.9,35208,23990,29315,34964,55394,73319,1037400
MORENO VALLEY,19991202,N,"RIVERSIDE PHYSICIANS' SERVICES, INC",05D0968077,Y,LAB,20160226,92555,40140,-117.1960044,33.9121777,RIVERSIDE UNIVERSITY HEALTH SYSTEM - MEDICAL CENTER,60,0.6,MORENO VALLEY CITY,206570,30.5,48908,83.8,16.2,4.22,4.56,N,N,6710,4.5,1.8,128912,62.2,27586,13.3,32932,15.9,998,0.5,12510,6,1180,0.6,224,0.1,2869,1.4,75.5,24.5,50,192423,51.3,19.1,67175,95938,85664,103192,32078,12.8,2.9,37.8,15.2,30.9,63,63,57.6,5.4,8.6,0,37,6771,5.5,8.4,28.1,22.7,11.2,16.4,7.8,86.1,40861,24402,39236,40489,45278,63000,350200
MORENO VALLEY,20100218,N,RIVERSIDE UNIVERSITY HEALTH SYSTEM,05D2003808,Y,M1,20200217,92555,40140,-117.1960044,33.9121777,RIVERSIDE UNIVERSITY HEALTH SYSTEM - MEDICAL CENTER,60,0.6,MORENO VALLEY CITY,206570,30.5,48908,83.8,16.2,4.22,4.56,N,N,6710,4.5,1.8,128912,62.2,27586,13.3,32932,15.9,998,0.5,12510,6,1180,0.6,224,0.1,2869,1.4,75.5,24.5,50,192423,51.3,19.1,55078,70245,55272,66528,18242,21.5,22.9,20.6,21.9,29.2,60,59.4,53.9,5.5,9.3,0.5,40,2135,23.5,12.3,20,25.7,7.8,7.6,3.1,64.2,27591,20766,23403,31250,48750,-,971300
MORENO VALLEY,20140303,N,KAISER FOUNDATION HOSPITAL MORENO VALLEY,05D2074183,Y,M1,20200302,92557,40140,-117.186026,33.897404,KAISER PERMANENTE MORENO VALLEY MEDICAL CENTER,100,1,MORENO VALLEY CITY,206570,30.5,48908,83.8,16.2,4.22,4.56,N,N,6710,4.5,1.8,128912,62.2,27586,13.3,32932,15.9,998,0.5,12510,6,1180,0.6,224,0.1,2869,1.4,75.5,24.5,50,192423,51.3,19.1,163971,226242,177857,249550,80776,0,0,0,0.6,0,68.9,68.9,65.1,3.8,5.4,0,31.1,2247,0.5,0,7.2,17.5,4.7,43,27,99.5,89271,-,-,52083,124135,114375,854100
MURRIETA,19940627,Y,SOUTHWEST HEALTHCARE SYSTEM CLINICAL LABORATORY,05D0573891,N,M1,20190718,92562,40140,-117.1839316,33.5589878,RANCHO SPRINGS MEDICAL CENTER,100,1,MURRIETA CITY,112612,34.9,32407,78.5,21.5,3.48,3.9,4768,28.1,8641,11,7,31866,28.1,58953,52,5007,4.4,310,0.3,10028,8.8,173,0.2,319,0.3,6660,5.9,86.6,13.4,71.6,104337,22,7.3,47459,57789,52143,62737,18478,17.6,12.8,24,20,26.8,64.5,64.5,59.2,5.3,8.2,0,35.5,19613,24.4,11,24.9,20.3,6.6,9,3.8,64.6,26908,21581,28787,29772,41965,47375,1461400
MURRIETA,19940629,Y,SOUTHWEST HEALTHCARE SYSTEM CARDIO,05D0867215,N,M1,20110425,92562,40140,-117.1839316,33.5589878,RANCHO SPRINGS MEDICAL CENTER,100,1,MURRIETA CITY,112612,34.9,32407,78.5,21.5,3.48,3.9,4768,28.1,8641,11,7,31866,28.1,58953,52,5007,4.4,310,0.3,10028,8.8,173,0.2,319,0.3,6660,5.9,86.6,13.4,71.6,104337,22,7.3,142718,166814,159721,182601,55772,3.5,2.7,11.2,4.2,4,69,69,66.5,2.5,3.6,0,31,48468,1.5,1.5,7.8,13.8,7,39.8,28.7,97,90037,18528,39654,59589,91659,122507,"2,000,000+"
MURRIETA,19941129,N,UNIVERSAL HEALTH SERVICES OF RANCHO,05D0895061,Y,LAB,20160225,92562,40140,-117.1839316,33.5589878,RANCHO SPRINGS MEDICAL CENTER,100,1,MURRIETA CITY,112612,34.9,32407,78.5,21.5,3.48,3.9,4768,28.1,8641,11,7,31866,28.1,58953,52,5007,4.4,310,0.3,10028,8.8,173,0.2,319,0.3,6660,5.9,86.6,13.4,71.6,104337,22,7.3,123715,153291,150139,187870,60296,0,0,0,1.6,0,70.6,70.6,66.1,4.5,6.4,0,29.4,4385,0,0.4,10,10.5,5,45.1,29,99.6,67154,-,61083,37321,82872,97695,854700
RIVERSIDE,19921221,N,RIVERSIDE COMMUNITY HOSPITAL CLINICAL LABORATORY,05D0575378,Y,M1,20190227,92501,40140,-117.3816002,33.9767808,RIVERSIDE COMMUNITY HOSPITAL,60,0.6,RIVERSIDE CITY,325167,30.9,86905,74.6,25.4,3.6,4.1,10619,18.9,14108,5.7,8,179418,54.7,92379,28.2,20192,6.2,221,0.1,26714,8.2,272,0.1,2235,0.7,6291,1.9,76.8,23.2,43.8,306903,45,14.8,177768,216879,178438,224150,68861,0,0,0,0,0,65.4,65.4,62.8,2.6,4,0,34.6,926,0,0,15.1,15.7,4.4,36.8,28,100,72895,-,-,69766,-,149769,1001100
RIVERSIDE,20110722,Y,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,05D0575478,N,LAB,20190102,92503,40140,-117.4398166,33.9269682,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,40,0.4,RIVERSIDE CITY,325167,30.9,86905,74.6,25.4,3.6,4.1,10619,18.9,14108,5.7,8,179418,54.7,92379,28.2,20192,6.2,221,0.1,26714,8.2,272,0.1,2235,0.7,6291,1.9,76.8,23.2,43.8,306903,45,14.8,66853,78961,85813,89040,27084,6.9,5.5,0,10,10.5,61.6,61.6,55.6,5.9,9.6,0,38.4,3554,9.6,6,30.5,29.5,9.1,9.4,5.9,84.4,41453,26650,37863,43598,42232,58571,1220900
RIVERSIDE,19921228,N,PARKVIEW COMM HOSPITAL MED CTR NICU,05D0575483,Y,LAB,19990201,92503,40140,-117.4398166,33.9269682,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,40,0.4,RIVERSIDE CITY,325167,30.9,86905,74.6,25.4,3.6,4.1,10619,18.9,14108,5.7,8,179418,54.7,92379,28.2,20192,6.2,221,0.1,26714,8.2,272,0.1,2235,0.7,6291,1.9,76.8,23.2,43.8,306903,45,14.8,69357,79699,85625,91204,25360,7.8,0,70.9,17.4,8,56.8,56.8,52,4.8,8.4,0,43.2,2712,10.5,13.5,27.8,15.2,9.3,16.4,7.3,76,50190,-,46607,50068,68618,76607,775000
RIVERSIDE,19930607,N,KAISER FOUNDATION HOSPITAL RIVERSIDE LABORATORY,05D0702579,Y,M1,20190102,92505,40140,-117.4691755,33.9047622,KAISER PERMANENTE RIVERSIDE MEDICAL CENTER,100,1,RIVERSIDE CITY,325167,30.9,86905,74.6,25.4,3.6,4.1,10619,18.9,14108,5.7,8,179418,54.7,92379,28.2,20192,6.2,221,0.1,26714,8.2,272,0.1,2235,0.7,6291,1.9,76.8,23.2,43.8,306903,45,14.8,86845,122477,125355,158150,56460,4.2,3.2,9.3,7,9.3,55.8,55.8,52.6,3.2,5.7,0,44.2,53135,1.1,1.5,10.1,17,7.5,37.3,25.6,97.5,64427,21386,30799,40385,73597,93693,860600
RIVERSIDE,19930629,N,PARKVIEW COMMUNITY HOSPITAL,05D0723874,Y,LAB,19990101,92503,40140,-117.4398166,33.9269682,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,40,0.4,RIVERSIDE CITY,325167,30.9,86905,74.6,25.4,3.6,4.1,10619,18.9,14108,5.7,8,179418,54.7,92379,28.2,20192,6.2,221,0.1,26714,8.2,272,0.1,2235,0.7,6291,1.9,76.8,23.2,43.8,306903,45,14.8,41287,55899,54061,67471,20809,16.8,11.7,29.6,23.2,31.2,43.6,43.5,39.4,4.1,9.5,0.1,56.4,19424,5.3,13.2,32.1,26.3,8.8,8.7,5.7,81.6,29069,10926,21683,35330,43250,71099,248900
RIVERSIDE,19930518,N,KAISER FOUNDATION HOSPITAL BLOOD GAS LAB,05D0868928,Y,M1,20190624,92505,40140,-117.4691755,33.9047622,KAISER PERMANENTE RIVERSIDE MEDICAL CENTER,100,1,RIVERSIDE CITY,325167,30.9,86905,74.6,25.4,3.6,4.1,10619,18.9,14108,5.7,8,179418,54.7,92379,28.2,20192,6.2,221,0.1,26714,8.2,272,0.1,2235,0.7,6291,1.9,76.8,23.2,43.8,306903,45,14.8,33929,47984,39801,64329,21537,25.3,18.8,45,35.4,51.1,48.9,48.9,39.9,8.9,18.3,0,51.1,1544,5.2,14,28.2,22.3,12.1,12.1,6.1,80.8,29448,6768,7022,42099,51818,-,260000
RIVERSIDE,19930609,N,KAISER PERMANENTE,05D0871889,Y,LAB,19970608,92505,40140,-117.4691755,33.9047622,KAISER PERMANENTE RIVERSIDE MEDICAL CENTER,100,1,RIVERSIDE CITY,325167,30.9,86905,74.6,25.4,3.6,4.1,10619,18.9,14108,5.7,8,179418,54.7,92379,28.2,20192,6.2,221,0.1,26714,8.2,272,0.1,2235,0.7,6291,1.9,76.8,23.2,43.8,306903,45,14.8,27029,41062,30871,45381,12158,35.6,20.1,59.8,31,40.1,24.7,24.7,22.5,2.2,9,0,75.3,5305,8,22.9,35.4,18,5.9,5,4.9,69.1,24413,11471,22601,23945,45893,-,411700
RIVERSIDE,19990928,N,PARKVIEW COMMUNITY HOSPITAL MEDICAL,05D0965732,Y,LAB,20190927,92503,40140,-117.4398166,33.9269682,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,40,0.4,RIVERSIDE CITY,325167,30.9,86905,74.6,25.4,3.6,4.1,10619,18.9,14108,5.7,8,179418,54.7,92379,28.2,20192,6.2,221,0.1,26714,8.2,272,0.1,2235,0.7,6291,1.9,76.8,23.2,43.8,306903,45,14.8,50395,56221,51250,61423,35765,0,0,-,10.5,0,40.3,40.3,35,5.3,13.2,0,59.7,546,0,1.5,41.8,24.5,3.7,17.2,11.4,98.5,52163,-,36735,46944,56520,-,415700
RIVERSIDE,20021205,N,PATRICK J MERRILL,05D1007013,Y,LAB,20021206,92505,40140,-117.4691755,33.9047622,KAISER PERMANENTE RIVERSIDE MEDICAL CENTER,100,1,RIVERSIDE CITY,325167,30.9,86905,74.6,25.4,3.6,4.1,10619,18.9,14108,5.7,8,179418,54.7,92379,28.2,20192,6.2,221,0.1,26714,8.2,272,0.1,2235,0.7,6291,1.9,76.8,23.2,43.8,306903,45,14.8,52273,52946,64531,67884,21078,21.5,21.6,21.3,17.1,19.9,26.6,26.6,26.6,0,0,0,73.4,652,5.4,16.6,26.2,34.8,12.1,3.7,1.2,78.1,17035,-,15087,47727,-,-,426400
RIVERSIDE,20140312,N,KAISER FOUNDATION HOSPITAL RIVERSIDE,05D2074637,Y,M1,20200615,92505,40140,-117.4691755,33.9047622,KAISER PERMANENTE RIVERSIDE MEDICAL CENTER,100,1,RIVERSIDE CITY,325167,30.9,86905,74.6,25.4,3.6,4.1,10619,18.9,14108,5.7,8,179418,54.7,92379,28.2,20192,6.2,221,0.1,26714,8.2,272,0.1,2235,0.7,6291,1.9,76.8,23.2,43.8,306903,45,14.8,97841,90718,98750,98408,37026,8.3,8.9,0,6.6,0,62,62,60.4,1.5,2.5,0,38,308,5.8,2.6,38,40.9,0,10.1,2.6,91.6,39389,-,39278,-,-,-,373100
RIVERSIDE,20140429,N,SCPMG RIVERSIDE MEDICAL OFICE,05D2076898,Y,M1,20200428,92505,40140,-117.4691755,33.9047622,KAISER PERMANENTE RIVERSIDE MEDICAL CENTER,100,1,RIVERSIDE CITY,325167,30.9,86905,74.6,25.4,3.6,4.1,10619,18.9,14108,5.7,8,179418,54.7,92379,28.2,20192,6.2,221,0.1,26714,8.2,272,0.1,2235,0.7,6291,1.9,76.8,23.2,43.8,306903,45,14.8,32500,45623,35938,49504,19140,25.7,20.7,36.2,35,63.9,47.3,47.3,39.8,7.5,15.8,0,52.7,537,2.8,19,32.4,26.4,7.8,8.4,3.2,78.2,21548,-,22321,20250,20625,61500,628400
