_,ACPTBL_POC_SW,CMPLNC_STUS_CD,CROSS_REF_PROVIDER_NUMBER,CRTFCTN_DT,ELGBLTY_SW,FAC_NAME,ORGNL_PRTCPTN_DT,PRVDR_NUM,SKLTN_REC_SW,STATE_RGN_CD,PGM_TRMNTN_CD,TRMNTN_EXPRTN_DT,CRTFCTN_ACTN_TYPE_CD,GNRL_CNTL_TYPE_CD,ZIP_CD,FIPS_CNTY_CD,CBSA_CD,longitude,latitude,names,grade,addresses,ZIP1,ZIP2,Geography.1,Total_Civilian_Noninstitutionalized_Population,Avg-Median_age_in_years,Total_Households_Estimate,Prop_Family_households,Prop_Nonfamily_households,Average_household_size,Average_family_size,Gps_living_with_gcs_under_18_years,Prop__Gps_caring_for_gc_over_18,Number_of_Veterans,Veterans_as_Prop_of_population,Unemployed_veterans_Prop_of_labour_force,Hispani_or_Latino,Hispanic/Latino_Prop,White,White_Prop,Black_Estimate,Black_Prop,Native_American/Alaskan,Native_American/Alaskan_Prop,Asian,Asian_Prop,Native_Hawaiian/Pacific_Islander,Native_Hawaiian/Pacific_Islander_Prop,"Other_Race_Only,_Not_Hispanic/Latino","Other_Race_Only,_Not_Hispanic/Latino_Prop","Two_or_more_races_alone,_Not_Hispanic_or_Latino_Estimate","Two_or_more_races_alone,_Not_Hispanic_or_Latino_Prop",Prop_Native_Born,Prop_Foreign_born,Prop_of_Foreign_Born_who_are_Naturalized_U.S._citizen,Pop_5_years_+,Pop_5_years_+_foreign_language_at_home,Pop_5_years_+_w/_poor_English,Median_household_income_(dollars),Mean_household_income_(dollars),Median_family_income_(dollars),Mean_family_income_(dollars),Per_capita_income_(dollars),All_families%,Married_couple_families%,female_householder_no_husband%,All_people%,Under_18%,Percent_(Labor_Force_Participation_Rate),Labour_Force_%,Employed_16+%,Employed_%_16+,Unemployment%,Military%,Not_in_labourforce%,"Population_25_years_
and_over%",Percent_Less_than_9th_grade%,"Percent_9th_to_12th_grade,_no_diploma",Percent_High_school_graduate_(includes_equivalency),"Percent_Some_college,_no_degree",Percent_Associate's_degree,Percent_Bachelor's_degree,Percent_Graduate_or_professional_degree,Percent_high_school_graduate_or_higher,Population_25_years_and_over_with_earnings,Less_than_high_school_graduate_earnings_(dollars),High_school_graduate__earnings_(dollars),Some_college_or_associate's_degree_earnings_(dollars),Bachelor's_degree_earnings_(dollars),Graduate_or_professional_degree_earnings_(dollars),Median_Value_(dollars)
RIVERSIDE,N,0,0,20140429,N,"SCPMG RIVERSIDE MEDICAL OFICE",20140429,05D2076898,Y,M1,0,20200428,0,4,92505,65,40140,-117.4691755,33.9047622,"KAISER PERMANENTE RIVERSIDE MEDICAL CENTER",100,"10800 MAGNOLIA AVENUE
                RIVERSIDE, CA 92505-3000",92505-3000,925053000,"RIVERSIDE CITY",325167,30.9,86905,74.6,25.4,3.6,4.1,10619,18.9,14108,5.7,8,179418,54.7,92379,28.2,20192,6.2,221,0.1,26714,8.2,272,0.1,2235,0.7,6291,1.9,76.8,23.2,43.8,306903,45,14.8,32500,45623,35938,49504,19140,25.7,20.7,36.2,35,63.9,47.3,47.3,39.8,7.5,15.8,0,52.7,537,2.8,19,32.4,26.4,7.8,8.4,3.2,78.2,21548,-,22321,20250,20625,61500,628400
SACRAMENTO,N,0,0,19930512,N,"UNIVERSITY CALIFORNIA DAVID MEDICAL",19930512,05D0615654,Y,M2,0,20190227,0,7,95817,67,40900,-121.4567508,38.5549383,"UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER",80,"2315 STOCKTON BOULEVARD
                SACRAMENTO, CA 95817-2282",95817-2282,958172282,"SACRAMENTO COUNTY",1517379,36.3,543250,66.2,33.8,2.77,3.37,39354,23.6,77054,6.6,5,355942,23.3,683662,44.7,142022,9.3,4611,0.3,233337,15.2,18072,1.2,4471,0.3,88498,5.8,78.6,21.4,55.7,1431361,32.9,13.5,51383,58408,57759,62024,19025,0,0,0,12.8,0,83.9,83.9,70.5,13.4,15.9,0,16.1,380,2.1,3.7,26.3,36.3,17.1,14.5,0,94.2,36089,-,40938,41250,-,-,568200
SACRAMENTO,N,0,0,19921230,N,"MERCY GENERAL HOSPITAL LABORATORY",19921230,05D0615828,Y,M2,0,20190227,0,1,95819,67,40900,-121.4524082,38.5702596,"MERCY GENERAL HOSPITAL",60,"4001 J STREET
                SACRAMENTO, CA 95819-3600",95819-3600,958193600,"SACRAMENTO COUNTY",1517379,36.3,543250,66.2,33.8,2.77,3.37,39354,23.6,77054,6.6,5,355942,23.3,683662,44.7,142022,9.3,4611,0.3,233337,15.2,18072,1.2,4471,0.3,88498,5.8,78.6,21.4,55.7,1431361,32.9,13.5,74885,99817,93154,116303,38156,6.4,3.6,23.6,9.8,11.6,57.7,57.5,52.9,4.6,8.1,0.2,42.3,132744,2.3,4.8,21.5,27.3,10.8,21.4,12,92.9,44205,21618,31739,36966,65951,80717,288200
SACRAMENTO,N,0,0,19930115,N,"METHODIST HOSPITAL LABORATORY",19930115,05D0616207,Y,LAB,0,20190227,0,2,95823,67,40900,-121.4163638,38.4631737,"METHODIST HOSPITAL OF SACRAMENTO",60,"7500 HOSPITAL DRIVE
                SACRAMENTO, CA 95823-5477",95823-5477,958235477,"SACRAMENTO COUNTY",1517379,36.3,543250,66.2,33.8,2.77,3.37,39354,23.6,77054,6.6,5,355942,23.3,683662,44.7,142022,9.3,4611,0.3,233337,15.2,18072,1.2,4471,0.3,88498,5.8,78.6,21.4,55.7,1431361,32.9,13.5,101105,103648,107228,115605,40668,1.3,0,22.6,4.1,1.9,58.4,57.4,54.6,2.8,4.8,1,41.6,2614,0,1.5,12.6,39.2,14.4,16.9,15.5,98.5,51658,-,102875,54167,25526,59135,279600
SACRAMENTO,N,0,0,19930115,N,"MERCY GENERAL ANCILLARY TESTING SITES",19930115,05D0667083,Y,M2,0,20200404,0,2,95819,67,40900,-121.4524082,38.5702596,"MERCY GENERAL HOSPITAL",60,"4001 J STREET
                SACRAMENTO, CA 95819-3600",95819-3600,958193600,"SACRAMENTO COUNTY",1517379,36.3,543250,66.2,33.8,2.77,3.37,39354,23.6,77054,6.6,5,355942,23.3,683662,44.7,142022,9.3,4611,0.3,233337,15.2,18072,1.2,4471,0.3,88498,5.8,78.6,21.4,55.7,1431361,32.9,13.5,75313,91364,83664,103063,34846,8.3,2.2,27.9,11.6,16.6,57.3,57.2,53,4.2,7.4,0,42.7,13470,2.6,3.5,22.1,31.2,11.2,20.6,8.7,93.8,49360,18333,30371,40898,74440,70862,305100
SACRAMENTO,N,0,0,19921229,N,"MERCY GENERAL HOSPITAL PULMONARY LABORATORY",19921229,05D0667084,Y,M2,0,20200906,0,1,95819,67,40900,-121.4524082,38.5702596,"MERCY GENERAL HOSPITAL",60,"4001 J STREET
                SACRAMENTO, CA 95819-3600",95819-3600,958193600,"SACRAMENTO COUNTY",1517379,36.3,543250,66.2,33.8,2.77,3.37,39354,23.6,77054,6.6,5,355942,23.3,683662,44.7,142022,9.3,4611,0.3,233337,15.2,18072,1.2,4471,0.3,88498,5.8,78.6,21.4,55.7,1431361,32.9,13.5,82250,106070,115600,127632,42104,3.2,2,100,10.5,11.7,60.5,60.5,54.3,6.2,10.3,0,39.5,1233,3.6,2.6,22.1,28.7,14.2,21,7.9,93.8,37177,42009,42639,32929,-,-,278300
SACRAMENTO,N,0,0,19930106,N,"KAISER FOUNDATION HOSPITAL SACRAMENTO LABORATORY",19930106,05D0681095,Y,M2,0,20190208,0,2,95825,67,40900,-121.3919202,38.6018632,"KAISER FOUNDATION HOSPITAL - SACRAMENTO",100,"2025 MORSE AVENUE
                SACRAMENTO, CA 95825-2115",95825-2115,958252115,"SACRAMENTO COUNTY",1517379,36.3,543250,66.2,33.8,2.77,3.37,39354,23.6,77054,6.6,5,355942,23.3,683662,44.7,142022,9.3,4611,0.3,233337,15.2,18072,1.2,4471,0.3,88498,5.8,78.6,21.4,55.7,1431361,32.9,13.5,56071,81441,77639,94654,29967,5.3,0,17,17.6,29,50.6,50.6,37.4,13.2,26,0,49.4,476,3.2,15.8,21.2,25,10.7,15.5,8.6,81.1,41250,-,-,53393,53000,51250,274800
SACRAMENTO,Y,A,0,19941208,Y,"METHODIST HOSPITAL RESPIRATORY FUNCTION",19920901,05D0707664,N,M2,0,20191103,1,2,95823,67,40900,-121.4163638,38.4631737,"METHODIST HOSPITAL OF SACRAMENTO",60,"7500 HOSPITAL DRIVE
                SACRAMENTO, CA 95823-5477",95823-5477,958235477,"SACRAMENTO COUNTY",1517379,36.3,543250,66.2,33.8,2.77,3.37,39354,23.6,77054,6.6,5,355942,23.3,683662,44.7,142022,9.3,4611,0.3,233337,15.2,18072,1.2,4471,0.3,88498,5.8,78.6,21.4,55.7,1431361,32.9,13.5,77586,92486,71317,88367,47258,0,0,-,3.8,0,68.9,68.9,68.8,0.2,0.2,0,31.1,617,0.3,1.5,18,50.2,15.9,4.5,9.6,98.2,-,-,-,-,-,-,204300
SACRAMENTO,N,0,05D0681095,19930322,N,"PERMANENTE MEDICAL GRP PULM LAB,THE",19930322,05D0716530,Y,LAB,1,19961231,0,2,95825,67,40900,-121.3919202,38.6018632,"KAISER FOUNDATION HOSPITAL - SACRAMENTO",100,"2025 MORSE AVENUE
                SACRAMENTO, CA 95825-2115",95825-2115,958252115,"SACRAMENTO COUNTY",1517379,36.3,543250,66.2,33.8,2.77,3.37,39354,23.6,77054,6.6,5,355942,23.3,683662,44.7,142022,9.3,4611,0.3,233337,15.2,18072,1.2,4471,0.3,88498,5.8,78.6,21.4,55.7,1431361,32.9,13.5,52210,69445,72880,86952,29191,6.9,4.3,28.7,13.3,18.4,49.2,48.6,43.1,5.5,11.2,0.6,50.8,8913,4.3,10.3,27.4,29.5,9.4,14.5,4.6,85.4,37704,-,30875,39316,60688,51534,233900
SACRAMENTO,Y,A,0,19990723,Y,"TPMG MEDICAL OFFICE BUILDING",19920901,05D0857112,N,M2,12,20010921,2,4,95825,67,40900,-121.3919202,38.6018632,"KAISER FOUNDATION HOSPITAL - SACRAMENTO",100,"2025 MORSE AVENUE
                SACRAMENTO, CA 95825-2115",95825-2115,958252115,"SACRAMENTO COUNTY",1517379,36.3,543250,66.2,33.8,2.77,3.37,39354,23.6,77054,6.6,5,355942,23.3,683662,44.7,142022,9.3,4611,0.3,233337,15.2,18072,1.2,4471,0.3,88498,5.8,78.6,21.4,55.7,1431361,32.9,13.5,126520,156235,139600,169324,52520,3.3,2.3,14.3,4.2,4.3,63.2,62.8,58.7,4.1,6.6,0.4,36.8,29626,1.3,2,13.2,20.3,10.1,32.3,20.7,96.7,73588,34608,43182,48868,86963,107935,592500
SACRAMENTO,N,0,0,19930121,N,"ASSISTED REPRODUCTIVE TECH UC DAVIS",19930121,05D0859693,Y,LAB,12,20080107,0,7,95817,67,40900,-121.4567508,38.5549383,"UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER",80,"2315 STOCKTON BOULEVARD
                SACRAMENTO, CA 95817-2282",95817-2282,958172282,"SACRAMENTO COUNTY",1517379,36.3,543250,66.2,33.8,2.77,3.37,39354,23.6,77054,6.6,5,355942,23.3,683662,44.7,142022,9.3,4611,0.3,233337,15.2,18072,1.2,4471,0.3,88498,5.8,78.6,21.4,55.7,1431361,32.9,13.5,49083,69916,64583,81470,25227,3.1,3.4,0,6,11.6,53.8,53.8,48.1,5.7,10.6,0,46.2,1684,0.4,10.6,20.4,41.5,14.4,5.3,7.3,89,27898,-,48173,-,-,-,622100
SACRAMENTO,N,0,0,19930218,N,"KFH NURSING",19930218,05D0862054,Y,M2,0,20200831,0,2,95825,67,40900,-121.3919202,38.6018632,"KAISER FOUNDATION HOSPITAL - SACRAMENTO",100,"2025 MORSE AVENUE
                SACRAMENTO, CA 95825-2115",95825-2115,958252115,"SACRAMENTO COUNTY",1517379,36.3,543250,66.2,33.8,2.77,3.37,39354,23.6,77054,6.6,5,355942,23.3,683662,44.7,142022,9.3,4611,0.3,233337,15.2,18072,1.2,4471,0.3,88498,5.8,78.6,21.4,55.7,1431361,32.9,13.5,47889,52449,49426,67740,21727,13.3,6.8,100,13.6,14.3,30.9,30.9,17.6,13.2,42.9,0,69.1,694,2,4,8.9,48.7,10.5,19,6.8,93.9,51250,-,-,36875,-,61979,458400
SACRAMENTO,N,0,0,19930329,N,"KAISER FOUNDATION HOSP NUCLEAR MED",19930329,05D0866276,Y,LAB,12,20021201,0,2,95823,67,40900,-121.4216412,38.4699104,"KAISER FOUNDATION HOSPITAL - SOUTH SACRAMENTO",100,"6600 BRUCEVILLE ROAD
                SACRAMENTO, CA 95823-4671",95823-4671,958234671,"SACRAMENTO COUNTY",1517379,36.3,543250,66.2,33.8,2.77,3.37,39354,23.6,77054,6.6,5,355942,23.3,683662,44.7,142022,9.3,4611,0.3,233337,15.2,18072,1.2,4471,0.3,88498,5.8,78.6,21.4,55.7,1431361,32.9,13.5,51250,68923,64471,87764,27030,13.1,9.2,29.4,18.6,28.3,51.7,51.7,47.3,4.4,8.4,0,48.3,7597,1.5,8.2,32.9,19.9,11.7,15.8,10,90.3,30579,15896,29209,32246,30137,55885,545900
SACRAMENTO,N,0,0,19930414,N,"DIGNITY HEALTH CARDIOPULMONARY REHAB",19930414,05D0866935,Y,M2,8,20171130,0,2,95819,67,40900,-121.4524082,38.5702596,"MERCY GENERAL HOSPITAL",60,"4001 J STREET
                SACRAMENTO, CA 95819-3600",95819-3600,958193600,"SACRAMENTO COUNTY",1517379,36.3,543250,66.2,33.8,2.77,3.37,39354,23.6,77054,6.6,5,355942,23.3,683662,44.7,142022,9.3,4611,0.3,233337,15.2,18072,1.2,4471,0.3,88498,5.8,78.6,21.4,55.7,1431361,32.9,13.5,52838,65832,67250,75660,24830,20,13.1,54.8,18.6,19.3,51.4,51.3,47.8,3.5,6.8,0.1,48.6,5083,1.6,7.9,29.2,25.3,13.1,16.4,6.6,90.5,34511,-,27891,30000,53862,81515,602800
SACRAMENTO,N,0,0,19930506,N,"KAISER FOUNDATION HOSPITAL INPATIENT",19930506,05D0867675,Y,LAB,12,20011231,0,2,95823,67,40900,-121.4216412,38.4699104,"KAISER FOUNDATION HOSPITAL - SOUTH SACRAMENTO",100,"6600 BRUCEVILLE ROAD
                SACRAMENTO, CA 95823-4671",95823-4671,958234671,"SACRAMENTO COUNTY",1517379,36.3,543250,66.2,33.8,2.77,3.37,39354,23.6,77054,6.6,5,355942,23.3,683662,44.7,142022,9.3,4611,0.3,233337,15.2,18072,1.2,4471,0.3,88498,5.8,78.6,21.4,55.7,1431361,32.9,13.5,82070,98172,82500,103426,39301,3.5,3.8,0,6.1,0,55.4,55.4,51.4,4,7.2,0,44.6,3295,1.6,1.3,16.4,42.5,10.4,17.1,10.8,97.1,39228,-,28860,32314,-,78750,728700
SACRAMENTO,Y,A,0,20000407,Y,"KAISER PERMANENTE MEDICAL OFFICES",19930630,05D0872593,N,M2,1,20011201,2,2,95823,67,40900,-121.4216412,38.4699104,"KAISER FOUNDATION HOSPITAL - SOUTH SACRAMENTO",100,"6600 BRUCEVILLE ROAD
                SACRAMENTO, CA 95823-4671",95823-4671,958234671,"SACRAMENTO COUNTY",1517379,36.3,543250,66.2,33.8,2.77,3.37,39354,23.6,77054,6.6,5,355942,23.3,683662,44.7,142022,9.3,4611,0.3,233337,15.2,18072,1.2,4471,0.3,88498,5.8,78.6,21.4,55.7,1431361,32.9,13.5,45223,63419,63474,78662,28098,10.7,5.5,28.1,15.5,20.7,65.2,64.9,58.7,6.2,9.5,0.3,34.8,15992,6.7,5.9,20.7,28.7,10.6,18.9,8.5,87.4,30428,20595,30759,29108,49593,50292,430400
SACRAMENTO,N,0,0,19940608,N,"MERCY GENERAL HOSPITAL-NUCLER MEDICINE",19940608,05D0887243,Y,M2,8,20050102,0,1,95819,67,40900,-121.4524082,38.5702596,"MERCY GENERAL HOSPITAL",60,"4001 J STREET
                SACRAMENTO, CA 95819-3600",95819-3600,958193600,"SACRAMENTO COUNTY",1517379,36.3,543250,66.2,33.8,2.77,3.37,39354,23.6,77054,6.6,5,355942,23.3,683662,44.7,142022,9.3,4611,0.3,233337,15.2,18072,1.2,4471,0.3,88498,5.8,78.6,21.4,55.7,1431361,32.9,13.5,73125,91574,85333,108041,43070,6.3,8.3,0,10.9,27.3,64.2,64.2,63.5,0.7,1.1,0,35.8,515,3.7,6.6,13.6,18.8,7.6,38.8,10.9,89.7,51563,-,38750,-,51474,81667,649700
SACRAMENTO,N,0,0,19980218,N,"METHODIST HOSPITAL ANCILLARY",19980218,05D0940882,Y,M1,0,20200217,0,1,95823,67,40900,-121.4163638,38.4631737,"METHODIST HOSPITAL OF SACRAMENTO",60,"7500 HOSPITAL DRIVE
                SACRAMENTO, CA 95823-5477",95823-5477,958235477,"SACRAMENTO COUNTY",1517379,36.3,543250,66.2,33.8,2.77,3.37,39354,23.6,77054,6.6,5,355942,23.3,683662,44.7,142022,9.3,4611,0.3,233337,15.2,18072,1.2,4471,0.3,88498,5.8,78.6,21.4,55.7,1431361,32.9,13.5,48730,68620,53907,74632,22234,20.8,12.3,41.1,25.4,36.5,60.7,60.6,54.3,6.3,10.4,0.1,39.3,588491,14.4,10.9,22.8,23.3,8.4,13.3,6.8,74.7,30591,17483,26315,31891,52033,71991,253000
SACRAMENTO,N,0,0,19980717,N,"SACRAMENTO FAMILY MEDICAL CLINIC INC",19980717,05D0948751,Y,LAB,8,20020716,0,4,95818,67,40900,-122.2582442,37.8235195,"KAISER FOUNDATION HOSPITAL - OAKLAND",80,"3600 BROADWAY
                OAKLAND, CA 94611-5730",94611-5730,946115730,"SACRAMENTO COUNTY",1517379,36.3,543250,66.2,33.8,2.77,3.37,39354,23.6,77054,6.6,5,355942,23.3,683662,44.7,142022,9.3,4611,0.3,233337,15.2,18072,1.2,4471,0.3,88498,5.8,78.6,21.4,55.7,1431361,32.9,13.5,60033,67324,66595,75117,25356,10.5,2.1,19.1,12.6,19.4,50.6,50.6,48,2.5,5,0,49.4,1804,2.1,6.7,27.4,35.4,11.9,10.5,6.2,91.2,40990,-,14899,53893,-,73611,0
SACRAMENTO,N,0,0,19981015,N,"UC DAVIS MEDICAL CENTER",19981015,05D0952557,Y,M2,0,20201014,0,3,95817,67,40900,-121.4567508,38.5549383,"UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER",80,"2315 STOCKTON BOULEVARD
                SACRAMENTO, CA 95817-2282",95817-2282,958172282,"SACRAMENTO COUNTY",1517379,36.3,543250,66.2,33.8,2.77,3.37,39354,23.6,77054,6.6,5,355942,23.3,683662,44.7,142022,9.3,4611,0.3,233337,15.2,18072,1.2,4471,0.3,88498,5.8,78.6,21.4,55.7,1431361,32.9,13.5,85313,88575,91250,100666,30455,0,0,0,0,0,74.8,74.8,62.1,12.6,16.9,0,25.2,87,0,2.3,31,34.5,5.7,19.5,6.9,97.7,74688,-,88438,59750,-,-,0
SACRAMENTO,N,0,0,20040408,N,"KFH SOUTH SACRAMENTO NURSING",20040408,05D1024337,Y,M2,0,20200714,0,2,95832,67,40900,-121.4216412,38.4699104,"KAISER FOUNDATION HOSPITAL - SOUTH SACRAMENTO",100,"6600 BRUCEVILLE ROAD
                SACRAMENTO, CA 95823-4671",95823-4671,958234671,"SACRAMENTO COUNTY",1517379,36.3,543250,66.2,33.8,2.77,3.37,39354,23.6,77054,6.6,5,355942,23.3,683662,44.7,142022,9.3,4611,0.3,233337,15.2,18072,1.2,4471,0.3,88498,5.8,78.6,21.4,55.7,1431361,32.9,13.5,36208,41280,36042,41117,10294,30.9,14.8,81.7,31,48.2,56.5,56.5,44,12.4,22,0,43.5,691,36,21.9,19,14.6,3.5,5.1,0,42.1,22208,16570,22500,26827,-,-,0
SACRAMENTO,N,0,0,20040809,N,"KAISER PERMANENTE NUCLEAR MED SACTO",20040809,05D1029064,Y,LAB,1,20050325,0,4,95825,67,40900,-121.3919202,38.6018632,"KAISER FOUNDATION HOSPITAL - SACRAMENTO",100,"2025 MORSE AVENUE
                SACRAMENTO, CA 95825-2115",95825-2115,958252115,"SACRAMENTO COUNTY",1517379,36.3,543250,66.2,33.8,2.77,3.37,39354,23.6,77054,6.6,5,355942,23.3,683662,44.7,142022,9.3,4611,0.3,233337,15.2,18072,1.2,4471,0.3,88498,5.8,78.6,21.4,55.7,1431361,32.9,13.5,31429,44822,-,47023,13403,29,35.7,40,35.9,66,43.6,43.6,34.3,9.3,21.3,0,56.4,118,23.7,0,40.7,4.2,8.5,22.9,0,76.3,22321,-,23281,-,-,-,0
SACRAMENTO,N,0,0,20061221,N,"MERCY GENERAL RADIATION ONCOLOGY CTR",20061221,05D1062696,Y,LAB,1,20120713,0,4,95819,67,40900,-121.4524082,38.5702596,"MERCY GENERAL HOSPITAL",60,"4001 J STREET
                SACRAMENTO, CA 95819-3600",95819-3600,958193600,"SACRAMENTO COUNTY",1517379,36.3,543250,66.2,33.8,2.77,3.37,39354,23.6,77054,6.6,5,355942,23.3,683662,44.7,142022,9.3,4611,0.3,233337,15.2,18072,1.2,4471,0.3,88498,5.8,78.6,21.4,55.7,1431361,32.9,13.5,51941,53248,54583,55197,15101,17.6,2.1,7.5,11.1,14,67.9,67.9,57.8,10,14.8,0,32.1,1036,11.5,23.8,20.3,23.7,20.7,0,0,64.7,18253,15364,18663,36250,-,-,0
SACRAMENTO,N,0,0,20160712,N,"TPMG -MORSE AVE MOB",20160712,05D2115721,Y,M2,0,20200711,0,2,95825,67,40900,-121.3919202,38.6018632,"KAISER FOUNDATION HOSPITAL - SACRAMENTO",100,"2025 MORSE AVENUE
                SACRAMENTO, CA 95825-2115",95825-2115,958252115,"SACRAMENTO COUNTY",1517379,36.3,543250,66.2,33.8,2.77,3.37,39354,23.6,77054,6.6,5,355942,23.3,683662,44.7,142022,9.3,4611,0.3,233337,15.2,18072,1.2,4471,0.3,88498,5.8,78.6,21.4,55.7,1431361,32.9,13.5,34211,37904,45515,41909,10902,0,0,-,6,0,56.7,56.7,52.7,4.1,7.2,0,43.3,200,47,28,20.5,4.5,0,0,0,25,31625,31438,-,-,-,-,0
CARMICHAEL,N,B,0,20141031,Y,"MERCY SAN JUAN MED CTR CLINICAL LAB",19950518,05D0683235,N,LAB,0,20190726,5,1,95608,67,40900,-121.3140357,38.6696228,"MERCY SAN JUAN MEDICAL CENTER",60,"6501 COYLE AVENUE
                CARMICHAEL, CA 95608-0306",95608-0306,956080306,"CARMICHAEL CDP",65524,40,25537,67.3,32.7,2.54,3.03,N,N,3305,6.2,17.9,7873,11.9,45144,68.4,2191,3.3,136,0.2,5244,8,0,0,185,0.3,5186,7.9,83.8,16.2,61.4,61987,20.8,7.9,52634,63175,55500,66089,17910,18,2.2,27.7,17.9,36.7,58.8,58.8,51.6,7.2,12.2,0,41.2,1723,29.3,13.5,22,13.6,10.3,6.6,4.7,57.2,24186,23199,26635,25694,38778,18159,0
CARMICHAEL,N,0,0,19930524,N,"MERCY SAN JUAN HOSPITAL PUL FUNCT LAB",19930524,05D0684604,Y,LAB,0,20190816,0,1,95608,67,40900,-121.3140357,38.6696228,"MERCY SAN JUAN MEDICAL CENTER",60,"6501 COYLE AVENUE
                CARMICHAEL, CA 95608-0306",95608-0306,956080306,"CARMICHAEL CDP",65524,40,25537,67.3,32.7,2.54,3.03,N,N,3305,6.2,17.9,7873,11.9,45144,68.4,2191,3.3,136,0.2,5244,8,0,0,185,0.3,5186,7.9,83.8,16.2,61.4,61987,20.8,7.9,-,90847,85263,104445,26459,16.4,0,0,17.8,29.4,59.8,59.8,50,9.8,16.3,0,40.3,338,5.6,9.8,27.2,48.5,1.8,1.8,5.3,84.6,21995,-,19688,40417,-,86250,0
CARMICHAEL,N,0,0,19930519,N,"MERCY SAN JUAN HOSP - NUCLEAR MED",19930519,05D0723830,Y,LAB,8,20030624,0,1,95608,67,40900,-121.3140357,38.6696228,"MERCY SAN JUAN MEDICAL CENTER",60,"6501 COYLE AVENUE
                CARMICHAEL, CA 95608-0306",95608-0306,956080306,"CARMICHAEL CDP",65524,40,25537,67.3,32.7,2.54,3.03,N,N,3305,6.2,17.9,7873,11.9,45144,68.4,2191,3.3,136,0.2,5244,8,0,0,185,0.3,5186,7.9,83.8,16.2,61.4,61987,20.8,7.9,68682,88815,81016,99172,30990,10.2,4.9,24.5,12.7,16.7,65.5,65.1,60.6,4.5,7,0.4,34.5,65752,3.7,6.3,20.4,27,11,20.7,10.9,90,42790,20655,31152,38903,61646,76765,0
CARMICHAEL,N,0,0,19980327,N,"MERCY SAN JUAN MEDICAL CENTER-ANCILLARY",19980327,05D0943472,Y,M2,0,20190125,0,1,95608,67,40900,-121.3140357,38.6696228,"MERCY SAN JUAN MEDICAL CENTER",60,"6501 COYLE AVENUE
                CARMICHAEL, CA 95608-0306",95608-0306,956080306,"CARMICHAEL CDP",65524,40,25537,67.3,32.7,2.54,3.03,N,N,3305,6.2,17.9,7873,11.9,45144,68.4,2191,3.3,136,0.2,5244,8,0,0,185,0.3,5186,7.9,83.8,16.2,61.4,61987,20.8,7.9,54605,71560,58714,74327,19534,19.9,8,46.8,23.7,33.5,46.7,46.7,41.5,5.2,11.1,0,53.3,10605,11.1,17.8,26,25,8.6,7.1,4.5,71.1,35531,23406,30869,36677,72219,82891,0
FOLSOM,N,0,0,19921221,N,"MERCY HOSPITAL OF FOLSOM",19921221,05D0614082,Y,M2,0,20190227,0,3,95630,67,40900,-121.1460932,38.6701979,"MERCY HOSPITAL OF FOLSOM",100,"1650 CREEKSIDE DRIVE
                FOLSOM, CA 95630-3405",95630-3405,956303405,"FOLSOM CITY",73942,41.3,28094,74.9,25.1,2.63,3.07,N,N,3934,6.7,0,9761,12.5,46716,59.9,1956,2.5,204,0.3,14175,18.2,278,0.4,11,0,4937,6.3,83.7,16.3,53,74276,23.8,5,29853,38482,24519,34191,11376,45.4,55.8,49.2,49.4,74.6,54,54,47.7,6.4,11.8,0,46,797,47.8,21.5,9.5,7,3.4,6.3,4.5,30.7,20662,16903,-,-,23125,-,0
FOLSOM,N,0,0,19930119,N,"NUCLEAR MED MERCY HOSPITAL OF FOLSOM",19930119,05D0716070,Y,LAB,12,20021007,0,1,95630,67,40900,-121.1460932,38.6701979,"MERCY HOSPITAL OF FOLSOM",100,"1650 CREEKSIDE DRIVE
                FOLSOM, CA 95630-3405",95630-3405,956303405,"FOLSOM CITY",73942,41.3,28094,74.9,25.1,2.63,3.07,N,N,3934,6.7,0,9761,12.5,46716,59.9,1956,2.5,204,0.3,14175,18.2,278,0.4,11,0,4937,6.3,83.7,16.3,53,74276,23.8,5,56944,76507,69474,78615,22082,11.7,11.8,13.8,13.5,21.4,62.6,62.6,55.3,7.3,11.7,0,37.4,1358,22.4,7.9,24.2,23.7,6.8,10.4,4.6,69.7,26429,14000,21034,34048,52639,73882,0
FOLSOM,N,0,0,19980324,N,"MERCY HOSPITAL OF FOLSOM NURSING DEPT.",19980324,05D0943264,Y,M2,0,20200323,0,3,95630,67,40900,-121.1460932,38.6701979,"MERCY HOSPITAL OF FOLSOM",100,"1650 CREEKSIDE DRIVE
                FOLSOM, CA 95630-3405",95630-3405,956303405,"FOLSOM CITY",73942,41.3,28094,74.9,25.1,2.63,3.07,N,N,3934,6.7,0,9761,12.5,46716,59.9,1956,2.5,204,0.3,14175,18.2,278,0.4,11,0,4937,6.3,83.7,16.3,53,74276,23.8,5,41365,51157,43714,52379,14870,25.8,16.6,47.8,30,40.6,64.9,64.9,53.9,11,16.9,0,35.1,4571,34,15.8,28.1,12.8,3,5.7,0.7,50.2,24863,22613,25184,23778,40865,-,0
